"categoria","marca","modelo","quantidade_manuais_appmaq","categoria_id","marca_id","modelo_id"
"Trator Agrícola","JOHN DEERE","9RX 640","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","01967e43-3ccc-7a33-a290-9dc19075038e"
"Trator Agrícola","JOHN DEERE","9RX 710","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","019a4c42-b56d-7195-9f9b-ef3aea3df895"
"Trator Agrícola","JOHN DEERE","9RX 710 SCRAPER","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","019e6495-9608-7143-9cce-49d0fe405793"
"Trator Agrícola","JOHN DEERE","9RX 770","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","019a4c42-f1b0-7778-8deb-b771c0d1f1b3"
"Trator Agrícola","JOHN DEERE","9RX 770 SCRAPER","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","019e6495-ff6f-7971-a84a-7d2e36268c41"
"Trator Agrícola","JOHN DEERE","9RX 830","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3284-75bc-a9bf-c6fb7aa8592c","01967e2b-ce9d-7a0d-b596-030ca7010d43"
"Trator Agrícola","LS TRACTOR","PLUS 100 CABINADO","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7b5f-88ba-ef8ee28859c9","01957100-b0df-7862-a306-ebacb599b065"
"Trator Agrícola","LS TRACTOR","PLUS 80 CABINADO","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7b5f-88ba-ef8ee28859c9","019ad650-7094-7db9-a35e-69f589185187"
"Trator Agrícola","LS TRACTOR","PLUS 90 CABINADO","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7b5f-88ba-ef8ee28859c9","019ad651-b3af-7396-a9d5-06c37ac64b08"
"Trator Agrícola","MASSEY FERGUSON","4665","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6b8-0f99-79ae-a285-f98fa6c96d72"
"Trator Agrícola","MASSEY FERGUSON","8732S","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ef079-382f-75a4-81ad-66c7210613d4"
"Trator Agrícola","MASSEY FERGUSON","8S.205","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019a1d25-6873-7859-9ad2-fe5cb156f62a"
"Trator Agrícola","MASSEY FERGUSON","8S.225","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019a1d25-174f-767c-91dd-0d5df27a36fd"
"Trator Agrícola","MASSEY FERGUSON","8S.245","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019a1cf6-cff5-7b8b-9841-1d56b9e0316e"
"Trator Agrícola","MASSEY FERGUSON","8S.265","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01991004-5b5e-7b97-9c0c-06f9c7f3be7e"
"Trator Agrícola","MASSEY FERGUSON","8S.265 XTRA","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019eb8b3-4bc2-7341-ba9e-428b491e8a3c"
"Trator Agrícola","MASSEY FERGUSON","8S.285","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019a1cf8-ea0e-79f0-af6f-aab90a69d814"
"Trator Agrícola","MASSEY FERGUSON","8S.285 XTRA","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019eb8b3-aa3a-721d-a594-c183a45a3efd"
"Trator Agrícola","MASSEY FERGUSON","8S.305","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01991006-a97e-7af8-b1aa-2f4a9bb71bc1"
"Trator Agrícola","MASSEY FERGUSON","8S.305 XTRA","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019eb8b3-e97c-762c-adf0-865bcbe60a67"
"Trator Agrícola","MASSEY FERGUSON","MF235","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7e09-a504-6cf75dc32670"
"Trator Agrícola","MASSEY FERGUSON","MF250","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7b-774b-9d75-cbcb23dd8729"
"Trator Agrícola","MASSEY FERGUSON","MF255","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7431-843f-b39a1ccb4470"
"Trator Agrícola","MASSEY FERGUSON","MF255 ADVANCED","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-72e8-9015-dd8ef19c30b2"
"Trator Agrícola","MASSEY FERGUSON","MF265","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7324-ac2d-4cb7220c2754"
"Trator Agrícola","MASSEY FERGUSON","MF275","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-715c-9e32-42e5d7d648a7"
"Trator Agrícola","MASSEY FERGUSON","MF283","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7656-8d22-9eb78d887764"
"Trator Agrícola","MASSEY FERGUSON","MF290","10","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7ba9-b178-83c3a6c930fa"
"Trator Agrícola","MASSEY FERGUSON","MF291","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7b7f-9738-0187c3452c6e"
"Trator Agrícola","MASSEY FERGUSON","MF292","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7563-9ed1-81524bace3cf"
"Trator Agrícola","MASSEY FERGUSON","MF296","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7848-ad58-73e1c9838709"
"Trator Agrícola","MASSEY FERGUSON","MF297","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7f8c-a3e5-217fe3acbc4a"
"Trator Agrícola","MASSEY FERGUSON","MF299","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-768e-b77a-c16fd9c168ad"
"Trator Agrícola","MASSEY FERGUSON","MF3306","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7d-7db4-896d-ab472a336de4"
"Trator Agrícola","MASSEY FERGUSON","MF3306 XTRA","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed13b-7a09-704b-953c-00644fff5a57"
"Trator Agrícola","MASSEY FERGUSON","MF3307","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-776f-8c0e-54f68f3f000b"
"Trator Agrícola","MASSEY FERGUSON","MF3307 XTRA","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed13b-b234-7253-98a6-7371eb8785a0"
"Trator Agrícola","MASSEY FERGUSON","MF3308","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-77d1-ac9a-0ed1f4dbc399"
"Trator Agrícola","MASSEY FERGUSON","MF3308 XTRA","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed13b-eecf-72ae-92ed-84231bf13993"
"Trator Agrícola","MASSEY FERGUSON","MF4265","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7ea4-9e01-17304013f290"
"Trator Agrícola","MASSEY FERGUSON","MF4275","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf9c-730b-84a1-18eeb22d6881"
"Trator Agrícola","MASSEY FERGUSON","MF4280","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7eb8-80ee-6f24c66d8501"
"Trator Agrícola","MASSEY FERGUSON","MF4283","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-74e0-afa0-96da145784e7"
"Trator Agrícola","MASSEY FERGUSON","MF4290","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-74f9-a425-67e278522549"
"Trator Agrícola","MASSEY FERGUSON","MF4292","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-74d8-ab86-f9b69f18f94e"
"Trator Agrícola","MASSEY FERGUSON","MF4297","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7095-9ab2-0aff4b8d3063"
"Trator Agrícola","MASSEY FERGUSON","MF4299","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-742a-b530-e58988254ddf"
"Trator Agrícola","MASSEY FERGUSON","MF4305","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7e26-a6d2-49eb2a7b9108"
"Trator Agrícola","MASSEY FERGUSON","MF4307","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7258-9760-634a2d4cb15d"
"Trator Agrícola","MASSEY FERGUSON","MF4408","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-746e-9ce9-962109a96739"
"Trator Agrícola","MASSEY FERGUSON","MF4409","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7e-7eee-aee6-f8019ab73800"
"Trator Agrícola","MASSEY FERGUSON","MF4410","10","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf9c-7afb-9488-dc0fae9597ce"
"Trator Agrícola","MASSEY FERGUSON","MF4708","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-73df-a38e-ccb5449d74e5"
"Trator Agrícola","MASSEY FERGUSON","MF4709","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7c76-b252-40aab1b993f4"
"Trator Agrícola","MASSEY FERGUSON","MF50","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7497-90eb-ee1df4c6c2f0"
"Trator Agrícola","MASSEY FERGUSON","MF5275","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7c27-9da5-b4fed7d43642"
"Trator Agrícola","MASSEY FERGUSON","MF5310","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7e69-b365-daad48e2252a"
"Trator Agrícola","MASSEY FERGUSON","MF5320","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7727-94e5-744f1ff76c7e"
"Trator Agrícola","MASSEY FERGUSON","MF5709","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-739c-a182-feb37914af0a"
"Trator Agrícola","MASSEY FERGUSON","MF5710","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf9c-7107-9b37-b5770aadb160"
"Trator Agrícola","MASSEY FERGUSON","MF610","2","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7b-7616-ae7c-64aa463e867f"
"Trator Agrícola","MASSEY FERGUSON","MF6350","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7055-bad7-e763083d4ba0"
"Trator Agrícola","MASSEY FERGUSON","MF65","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-77dc-9ebe-ebdc4cf43273"
"Trator Agrícola","MASSEY FERGUSON","MF650","2","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-79f2-a544-31745389de76"
"Trator Agrícola","MASSEY FERGUSON","MF660","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7b-7ddd-93ce-1f4529f6631b"
"Trator Agrícola","MASSEY FERGUSON","MF6700","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c0-b44c-749a-880d-bbb1f69ed148"
"Trator Agrícola","MASSEY FERGUSON","MF6700-R DYNA-4","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c1-7a08-7a96-a375-9ea82e7c1986"
"Trator Agrícola","MASSEY FERGUSON","MF6711","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-780d-a2a4-f05e805f3758"
"Trator Agrícola","MASSEY FERGUSON","MF6712","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7493-b94f-be9bdf153235"
"Trator Agrícola","MASSEY FERGUSON","MF6713","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7a4f-badd-b7625e544510"
"Trator Agrícola","MASSEY FERGUSON","MF6714","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7ba6-8678-a35e18be586f"
"Trator Agrícola","MASSEY FERGUSON","MF680","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7ecd-9bcc-2a9575b1d66f"
"Trator Agrícola","MASSEY FERGUSON","MF7000 DYNA-6","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c3-57fb-7489-8ffe-707007c33a4f"
"Trator Agrícola","MASSEY FERGUSON","MF7100","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c1-d7ad-7e8a-9d28-4cc2bb524af4"
"Trator Agrícola","MASSEY FERGUSON","MF7140","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-75de-98ea-29d570e12983"
"Trator Agrícola","MASSEY FERGUSON","MF7150","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-72a1-b247-bbb41cd48cfb"
"Trator Agrícola","MASSEY FERGUSON","MF7180","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7bc6-bf1b-e385aa06fa8a"
"Trator Agrícola","MASSEY FERGUSON","MF7200","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c2-2ba0-741d-ae8e-7cdbf06ecd64"
"Trator Agrícola","MASSEY FERGUSON","MF7219","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-77d6-9c09-03f5e888ddb7"
"Trator Agrícola","MASSEY FERGUSON","MF7316","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ef075-7e40-79d2-a3b7-56a1407a1e3d"
"Trator Agrícola","MASSEY FERGUSON","MF7318","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-78bb-9574-e8be0ab4b5fd"
"Trator Agrícola","MASSEY FERGUSON","MF7350","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7fc8-8c43-fecbf972d40d"
"Trator Agrícola","MASSEY FERGUSON","MF7370","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7fea-88df-6c788343a117"
"Trator Agrícola","MASSEY FERGUSON","MF7390","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7a98-915b-494823901f82"
"Trator Agrícola","MASSEY FERGUSON","MF7415","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7534-b453-a0a6d0573d57"
"Trator Agrícola","MASSEY FERGUSON","MF7700 DYNA-6","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c4-bf28-7892-bceb-a723e204b657"
"Trator Agrícola","MASSEY FERGUSON","MF7719","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7890-b7c8-b709d4cdfada"
"Trator Agrícola","MASSEY FERGUSON","MF7722","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7a1a-864b-7b2332d43be6"
"Trator Agrícola","MASSEY FERGUSON","MF7725","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7f1c-91d6-fc098989164b"
"Trator Agrícola","MASSEY FERGUSON","MF85","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0196f443-bf7a-78b3-8e6d-106343b0fbc1"
"Trator Agrícola","MASSEY FERGUSON","MF8600 DYNA-VT","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ed6c5-9b4b-7a26-887e-468f2de68952"
"Trator Agrícola","MASSEY FERGUSON","MF8670","2","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7034-9f8e-3fafe63b817a"
"Trator Agrícola","MASSEY FERGUSON","MF8730S","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ef079-8644-71f8-a088-9c2bb2e55d65"
"Trator Agrícola","MASSEY FERGUSON","MF8735S","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","019ef078-f0e5-7bff-a0e3-ad10cd9f4f2c"
"Trator Agrícola","MASSEY FERGUSON","MF8737","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","0195b3ba-39a6-7a70-bf77-0a54cb14fc69"
"Trator Agrícola","MASSEY FERGUSON","MF95","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-758e-90da-a61c6da10475","01957100-b0df-7b8d-84f3-f1b1e5577016"
"Trator Agrícola","NEW HOLLAND","4630","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7679-9152-f07ce472f752"
"Trator Agrícola","NEW HOLLAND","5030","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7b69-8070-206b78699663"
"Trator Agrícola","NEW HOLLAND","6630","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-73c5-a782-cb10a10a772a"
"Trator Agrícola","NEW HOLLAND","7630","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-787a-b576-9cc32fb8a5ce"
"Trator Agrícola","NEW HOLLAND","7830","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bf7f-7bf1-81af-55592dd3624f"
"Trator Agrícola","NEW HOLLAND","8030","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-762d-bcb0-1a5442419ebd"
"Trator Agrícola","NEW HOLLAND","T3.65F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f28d-62b4-7e73-8d3e-42ccb40b2113"
"Trator Agrícola","NEW HOLLAND","T3.75F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e6ab7-0d29-7ad9-ac53-b00e5f570110"
"Trator Agrícola","NEW HOLLAND","T4.75N","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f291-4183-78c3-9a33-0ac8418a2a58"
"Trator Agrícola","NEW HOLLAND","T4.75S","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f28e-f044-706b-b36c-8a99284c1426"
"Trator Agrícola","NEW HOLLAND","T4.85F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f292-977b-707f-b0e9-60fc6c275009"
"Trator Agrícola","NEW HOLLAND","T5.100 ","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f295-836b-77c2-98db-b20ca0bf0dd0"
"Trator Agrícola","NEW HOLLAND","T5.110","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f637-326e-7738-aa70-a4211c312705"
"Trator Agrícola","NEW HOLLAND","T6010","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed683-d5f3-76e2-b5bf-4103a506a6e8"
"Trator Agrícola","NEW HOLLAND","T6020","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed684-18b1-7fef-b04c-39171d5836ff"
"Trator Agrícola","NEW HOLLAND","T6030","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed684-64db-795b-902d-f9f71191736c"
"Trator Agrícola","NEW HOLLAND","T6040","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed684-9d6d-7992-b7bb-0b799e6fb658"
"Trator Agrícola","NEW HOLLAND","T6050","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed684-dc5c-7bc3-b42e-d1c07794508b"
"Trator Agrícola","NEW HOLLAND","T6060","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed685-135e-7e37-93dc-b0e9281bbe91"
"Trator Agrícola","NEW HOLLAND","T6070","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ed685-4cb8-700d-8c0a-bff5c96e641c"
"Trator Agrícola","NEW HOLLAND","T6.110","11","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7f5a-9df9-e2643c20bdd0"
"Trator Agrícola","NEW HOLLAND","T6.120","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-715d-a6e3-9ac777e801e8"
"Trator Agrícola","NEW HOLLAND","T6.130","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7db2-8724-d9e33b3eda80"
"Trator Agrícola","NEW HOLLAND","T6.140 ELETROCOMAND","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f299-af68-731c-8805-34f33de1d6f5"
"Trator Agrícola","NEW HOLLAND","T6.180","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a0-25eb-720c-8cce-61b99721a3e5"
"Trator Agrícola","NEW HOLLAND","T7030","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8402-bae4-74f5-8c41-7594d734a927"
"Trator Agrícola","NEW HOLLAND","T7040","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bfa3-7797-b148-dc5b683fe381"
"Trator Agrícola","NEW HOLLAND","T7050","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8402-5d60-7be4-851a-badb1aaf6a08"
"Trator Agrícola","NEW HOLLAND","T7060","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7ed8-9b9d-7755991d3ba5"
"Trator Agrícola","NEW HOLLAND","T7.140","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e92b0-7f9f-7722-b840-2df588f23a6f"
"Trator Agrícola","NEW HOLLAND","T7.150","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e92b0-f330-72f7-8d18-c1d8fc1893d8"
"Trator Agrícola","NEW HOLLAND","T7.165","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e92b1-73d2-7fa0-86fc-7c3523ea4a5b"
"Trator Agrícola","NEW HOLLAND","T7.175","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7206-8db6-06bdda15ca6f"
"Trator Agrícola","NEW HOLLAND","T7.180","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-704c-a76e-fd34eb55b819"
"Trator Agrícola","NEW HOLLAND","T7.190","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-7642-bdf0-100360333df4"
"Trator Agrícola","NEW HOLLAND","T7.195","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a3-94b0-798f-9247-bef2ea811aed"
"Trator Agrícola","NEW HOLLAND","T7.205","9","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-75f6-8034-a8c8f88e63bf"
"Trator Agrícola","NEW HOLLAND","T7.220","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e845a-90ad-7589-b942-3ec9d9686dc1"
