"linha","tipo","marca","modelo","nome","descricao","tem_pdf","pdf_url"
"1652","Trator Agrícola","MASSEY FERGUSON","MF4410","MANUAL DO SISTEMAS HIDRÁULICOS E ELÉTRICOS DOS TRATORES MASSEY FERGUNSON MF3400 E MF4400","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7afb-9488-dc0fae9597ce/019ed14f-4886-743d-bfb9-34b7eafe80d5.pdf"
"1653","Trator Agrícola","MASSEY FERGUSON","MF4410","MANUAL DO SISTEMAS HIDRÁULICOS E ELÉTRICOS DOS TRATORES MASSEY FERGUNSON MF3400 E MF4400","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7afb-9488-dc0fae9597ce/019ed150-0099-7d69-a1e3-4bc3dab065b1.pdf"
"1654","Trator Agrícola","MASSEY FERGUSON","MF4410","MANUTENÇÃO PERIÓDICA TRATORES MF4400","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7afb-9488-dc0fae9597ce/019ed14f-4a8f-7546-b4b7-b5e9de9ad92b.pdf"
"1655","Trator Agrícola","MASSEY FERGUSON","MF4410","MANUTENÇÃO PERIÓDICA TRATORES MF4400","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7afb-9488-dc0fae9597ce/019ed150-0188-76a6-978d-3db52d96d472.pdf"
"1656","Trator Agrícola","MASSEY FERGUSON","MF4708","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-73df-a38e-ccb5449d74e5/019ed152-2107-7286-9739-064ed5a524e6.pdf"
"1657","Trator Agrícola","MASSEY FERGUSON","MF4708","CONCEITOS OPERACIONAIS TRATORES MF 4700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-73df-a38e-ccb5449d74e5/019ed152-2116-7e5e-9dda-ff659b47a7d5.pdf"
"1658","Trator Agrícola","MASSEY FERGUSON","MF4708","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-73df-a38e-ccb5449d74e5/019ed152-2201-7bc1-9570-6c1c25e0d490.pdf"
"1659","Trator Agrícola","MASSEY FERGUSON","MF4708","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-73df-a38e-ccb5449d74e5/019ed152-2236-718d-8ca3-7c17716b83b2.pdf"
"1660","Trator Agrícola","MASSEY FERGUSON","MF4708","FOLHETO DOS TRATORES MASSEY FERGUNSON 4700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-73df-a38e-ccb5449d74e5/019ed152-235a-7c23-aa14-c025b1d6da77.pdf"
"1661","Trator Agrícola","MASSEY FERGUSON","MF4709","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c76-b252-40aab1b993f4/019ed152-c918-7152-9ddd-35f0c20652d5.pdf"
"1662","Trator Agrícola","MASSEY FERGUSON","MF4709","CONCEITOS OPERACIONAIS TRATORES MF 4700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c76-b252-40aab1b993f4/019ed152-cbe3-7a04-958b-62e99a8d2a1a.pdf"
"1663","Trator Agrícola","MASSEY FERGUSON","MF4709","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c76-b252-40aab1b993f4/019ed152-cd5f-79c3-8c54-55dedcf2ba6e.pdf"
"1664","Trator Agrícola","MASSEY FERGUSON","MF4709","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c76-b252-40aab1b993f4/019ed152-d25b-7681-8be7-77d916dab2b8.pdf"
"1665","Trator Agrícola","MASSEY FERGUSON","MF4709","FOLHETO DOS TRATORES MASSEY FERGUNSON 4700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c76-b252-40aab1b993f4/019ed152-d436-7680-bb37-76679875b2a3.pdf"
"1666","Trator Agrícola","MASSEY FERGUSON","MF50","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7497-90eb-ee1df4c6c2f0/019ed153-2dfa-7e22-9252-9f759a9f2309.pdf"
"1667","Trator Agrícola","MASSEY FERGUSON","MF50","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7497-90eb-ee1df4c6c2f0/019ed153-2e06-7bf3-8e5b-2cf30979d1b0.pdf"
"1668","Trator Agrícola","MASSEY FERGUSON","MF50","MANUAL DO OPERADOR DO TRATOR AGRICOLA MF50","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7497-90eb-ee1df4c6c2f0/019ed153-2e3e-77a0-9069-91b0e96972ee.pdf"
"1669","Trator Agrícola","MASSEY FERGUSON","MF5275","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c27-9da5-b4fed7d43642/019eef73-8d37-79eb-851b-c3ba144b4476.pdf"
"1670","Trator Agrícola","MASSEY FERGUSON","MF5275","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c27-9da5-b4fed7d43642/019eef73-8d45-7cfa-abdc-432d6897b134.pdf"
"1671","Trator Agrícola","MASSEY FERGUSON","MF5275","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c27-9da5-b4fed7d43642/019eef73-8da1-7f93-ac6b-13ac136a5670.pdf"
"1672","Trator Agrícola","MASSEY FERGUSON","MF5275","MANUAL DO OPERADOR TRATORES MF5200","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7c27-9da5-b4fed7d43642/019eef73-8e16-7913-a36f-5390172a6b1e.pdf"
"1673","Trator Agrícola","MASSEY FERGUSON","MF5310","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7e69-b365-daad48e2252a/019eef83-0336-7486-8a53-7ddc84bb911d.pdf"
"1674","Trator Agrícola","MASSEY FERGUSON","MF5310","CATÁLOGO DE PEÇAS TRATOR MASSEY FERGUSON 5310","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7e69-b365-daad48e2252a/019eef83-0345-7c7d-bc7f-1a38144e4f7f.pdf"
"1675","Trator Agrícola","MASSEY FERGUSON","MF5310","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7e69-b365-daad48e2252a/019eef83-0570-7370-938b-1455c92c67b1.pdf"
"1676","Trator Agrícola","MASSEY FERGUSON","MF5310","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7e69-b365-daad48e2252a/019eef83-05a0-7db9-a51e-35116aa2325c.pdf"
"1677","Trator Agrícola","MASSEY FERGUSON","MF5320","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7727-94e5-744f1ff76c7e/019eef83-81ae-7c3f-b045-ea48bf6bfd2c.pdf"
"1678","Trator Agrícola","MASSEY FERGUSON","MF5320","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7727-94e5-744f1ff76c7e/019eef83-81bb-7f13-a707-c99ad63b95c1.pdf"
"1679","Trator Agrícola","MASSEY FERGUSON","MF5320","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7727-94e5-744f1ff76c7e/019eef83-81f9-7a14-877e-bf5d2043a35e.pdf"
"1680","Trator Agrícola","MASSEY FERGUSON","MF5709","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-739c-a182-feb37914af0a/019eef83-eabf-7107-9aa5-5691cd86a434.pdf"
"1681","Trator Agrícola","MASSEY FERGUSON","MF5709","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-739c-a182-feb37914af0a/019eef83-eacd-7b1c-a83c-e6c8f1b8c168.pdf"
"1682","Trator Agrícola","MASSEY FERGUSON","MF5709","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-739c-a182-feb37914af0a/019eef83-eb50-7d1e-a6ab-5f8e7c1412b1.pdf"
"1683","Trator Agrícola","MASSEY FERGUSON","MF5709","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-739c-a182-feb37914af0a/019eef83-eb8a-7142-86d7-503ff3d98ec6.pdf"
"1684","Trator Agrícola","MASSEY FERGUSON","MF5710","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7107-9b37-b5770aadb160/019eef84-4ee3-78c7-98e2-8839b17ae155.pdf"
"1685","Trator Agrícola","MASSEY FERGUSON","MF5710","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7107-9b37-b5770aadb160/019eef84-4ef0-7519-b06c-97c238cf4001.pdf"
"1686","Trator Agrícola","MASSEY FERGUSON","MF5710","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7107-9b37-b5770aadb160/019eef84-4f46-7a7f-9270-18a507fda8d4.pdf"
"1687","Trator Agrícola","MASSEY FERGUSON","MF5710","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7107-9b37-b5770aadb160/019eef84-4f86-790f-850c-df3e01547733.pdf"
"1688","Trator Agrícola","MASSEY FERGUSON","MF5710","POTÊNCIA E ESPECIFICAÇÕES DO TRATOR MF 5710","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7107-9b37-b5770aadb160/019eef84-4fdb-706b-aa56-bc1519ba130b.pdf"
"1689","Trator Agrícola","MASSEY FERGUSON","MF610","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf7b-7616-ae7c-64aa463e867f/019eef4d-2d3f-78d9-a86c-c538cdffe06c.pdf"
"1690","Trator Agrícola","MASSEY FERGUSON","MF610","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf7b-7616-ae7c-64aa463e867f/019eef4d-2d4e-7788-9298-965acbca6edf.pdf"
"1691","Trator Agrícola","MASSEY FERGUSON","MF6350","AJUSTES TÉCNICOS DO TRATOR MF 6350 6360","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7055-bad7-e763083d4ba0/019eef85-2017-7c76-b24d-44d52d16452f.pdf"
"1692","Trator Agrícola","MASSEY FERGUSON","MF6350","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7055-bad7-e763083d4ba0/019eef85-236b-72da-9065-fe3452024ada.pdf"
"1693","Trator Agrícola","MASSEY FERGUSON","MF6350","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7055-bad7-e763083d4ba0/019eef85-2511-7f0e-9c07-c3f19f69df06.pdf"
"1694","Trator Agrícola","MASSEY FERGUSON","MF65","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-77dc-9ebe-ebdc4cf43273/019eef30-6a6c-781c-a7ed-1b93151f0df2.pdf"
"1695","Trator Agrícola","MASSEY FERGUSON","MF65","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-77dc-9ebe-ebdc4cf43273/019eef30-6a8f-7611-9f83-4c1721560bbf.pdf"
"1696","Trator Agrícola","MASSEY FERGUSON","MF65","MANUAL DE SERVIÇO DO TRATOR MF65","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-77dc-9ebe-ebdc4cf43273/019eef30-6b4e-7297-8b41-aaea4a275c65.pdf"
"1697","Trator Agrícola","MASSEY FERGUSON","MF650","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-79f2-a544-31745389de76/019eef4d-c8ce-71ba-a473-2a6ca8012352.pdf"
"1698","Trator Agrícola","MASSEY FERGUSON","MF650","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-79f2-a544-31745389de76/019eef4d-c8db-7a93-b52f-df0e4a2c2548.pdf"
"1699","Trator Agrícola","MASSEY FERGUSON","MF660","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf7b-7ddd-93ce-1f4529f6631b/019eef4e-3e13-7a38-ab90-f3774bc30004.pdf"
"1700","Trator Agrícola","MASSEY FERGUSON","MF660","CATÁLOGO DE PEÇAS TRATOR MASSEY FERGUSON 660","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf7b-7ddd-93ce-1f4529f6631b/019eef4e-3e25-7a8a-8af9-329b5efeab53.pdf"
"1701","Trator Agrícola","MASSEY FERGUSON","MF660","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf7b-7ddd-93ce-1f4529f6631b/019eef4e-3fdc-771e-bb67-e2bb58551f33.pdf"
"1702","Trator Agrícola","MASSEY FERGUSON","MF6700","TABELA DE LUBRIFICAÇÃO TRATORES - MASSEY FERGUSSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ed6c0-b44c-749a-880d-bbb1f69ed148/019ed6c8-da4b-7e92-85f3-6d24f81b82fc.pdf"
"1703","Trator Agrícola","MASSEY FERGUSON","MF6700-R DYNA-4","TABELA DE LUBRIFICAÇÃO TRATORES - MASSEY FERGUSSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ed6c1-7a08-7a96-a375-9ea82e7c1986/019ed6c9-63a5-7a3a-a041-6130fca9317a.pdf"
"1704","Trator Agrícola","MASSEY FERGUSON","MF6711","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-780d-a2a4-f05e805f3758/019eef85-c02f-792a-bbdb-69491a0a9a77.pdf"
"1705","Trator Agrícola","MASSEY FERGUSON","MF6711","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-780d-a2a4-f05e805f3758/019eef85-c03d-711f-9ed3-b54008ac5874.pdf"
"1706","Trator Agrícola","MASSEY FERGUSON","MF6711","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-780d-a2a4-f05e805f3758/019eef85-c09a-7c34-acd5-c9f9da25da50.pdf"
"1707","Trator Agrícola","MASSEY FERGUSON","MF6711","FOLHETO DOS TRATORES MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-780d-a2a4-f05e805f3758/019eef85-c0cd-74a0-9c48-5f270c51bbc1.pdf"
"1708","Trator Agrícola","MASSEY FERGUSON","MF6711","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-780d-a2a4-f05e805f3758/019eef85-c178-7e76-8286-4dee46f75b91.pdf"
"1709","Trator Agrícola","MASSEY FERGUSON","MF6712","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7493-b94f-be9bdf153235/019eef86-3a33-7494-933e-51c810080db9.pdf"
"1710","Trator Agrícola","MASSEY FERGUSON","MF6712","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7493-b94f-be9bdf153235/019eef86-3a41-7d47-817b-fa0cc30080ee.pdf"
"1711","Trator Agrícola","MASSEY FERGUSON","MF6712","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7493-b94f-be9bdf153235/019eef86-3a8d-7520-8052-a68c4cc97b74.pdf"
"1712","Trator Agrícola","MASSEY FERGUSON","MF6712","FOLHETO DOS TRATORES MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7493-b94f-be9bdf153235/019eef86-3ac4-741c-bead-631a2e3a09da.pdf"
"1713","Trator Agrícola","MASSEY FERGUSON","MF6712","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7493-b94f-be9bdf153235/019eef86-3baa-75e7-844a-87d84b2d4010.pdf"
"1714","Trator Agrícola","MASSEY FERGUSON","MF6713","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7a4f-badd-b7625e544510/019eef86-9588-7afb-9657-0d418b25f324.pdf"
"1715","Trator Agrícola","MASSEY FERGUSON","MF6713","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7a4f-badd-b7625e544510/019eef86-9596-7071-8b58-f8727ef90314.pdf"
"1716","Trator Agrícola","MASSEY FERGUSON","MF6713","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7a4f-badd-b7625e544510/019eef86-95e8-7082-a075-d50e831386de.pdf"
"1717","Trator Agrícola","MASSEY FERGUSON","MF6713","FOLHETO DOS TRATORES MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7a4f-badd-b7625e544510/019eef86-9678-7a82-838c-2926400ccdb3.pdf"
"1718","Trator Agrícola","MASSEY FERGUSON","MF6713","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7a4f-badd-b7625e544510/019eef86-970c-72ce-9979-5c49deef9c8a.pdf"
"1719","Trator Agrícola","MASSEY FERGUSON","MF6714","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7ba6-8678-a35e18be586f/019eef86-eba9-753c-b680-a5b429245f1a.pdf"
"1720","Trator Agrícola","MASSEY FERGUSON","MF6714","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7ba6-8678-a35e18be586f/019eef86-ebb6-7552-bf45-2a5fa33bc217.pdf"
"1721","Trator Agrícola","MASSEY FERGUSON","MF6714","ESPECIFICAÇÕES DO TRATOR MF 4700, MF 5700 e MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7ba6-8678-a35e18be586f/019eef86-ec13-731f-b604-71715c7077b2.pdf"
"1722","Trator Agrícola","MASSEY FERGUSON","MF6714","FOLHETO DOS TRATORES MF 6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7ba6-8678-a35e18be586f/019eef86-ec8e-7767-b010-c9602a3e2a32.pdf"
"1723","Trator Agrícola","MASSEY FERGUSON","MF6714","MANUTEÇÃO EPRIODICA DOS TRATORES AGRICOLAS MF4700, MF5700 e MF6700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7ba6-8678-a35e18be586f/019eef86-ed10-7fad-b521-db37523e9a36.pdf"
"1724","Trator Agrícola","MASSEY FERGUSON","MF680","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7ecd-9bcc-2a9575b1d66f/019eef4e-a161-7bd6-b500-6305bfaa1d95.pdf"
"1725","Trator Agrícola","MASSEY FERGUSON","MF680","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7ecd-9bcc-2a9575b1d66f/019eef4e-a17c-7dfd-984a-8302df166cd6.pdf"
"1726","Trator Agrícola","MASSEY FERGUSON","MF680","ESPECIFICAÇÕES DO TRATOR MF 680","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-7ecd-9bcc-2a9575b1d66f/019eef4e-a1df-7ccf-977f-e340352a9261.pdf"
"1727","Trator Agrícola","MASSEY FERGUSON","MF7000 DYNA-6","TABELA DE LUBRIFICAÇÃO TRATORES - MASSEY FERGUSSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ed6c3-57fb-7489-8ffe-707007c33a4f/019ed6ca-9638-7c73-94f6-d66c2f6d31ef.pdf"
"1728","Trator Agrícola","MASSEY FERGUSON","MF7100","TABELA DE LUBRIFICAÇÃO TRATORES - MASSEY FERGUSSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ed6c1-d7ad-7e8a-9d28-4cc2bb524af4/019ed6c9-cf44-70f4-baa8-711799ab96de.pdf"
"1729","Trator Agrícola","MASSEY FERGUSON","MF7140","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d557-7a95-8193-1f8cae31031e.pdf"
"1730","Trator Agrícola","MASSEY FERGUSON","MF7140","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d566-7c00-aca5-c128cda555c5.pdf"
"1731","Trator Agrícola","MASSEY FERGUSON","MF7140","ESPECIFICAÇÕES DO TRATOR MF7000 DYNA-6","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d5b4-74ec-a5a9-3375fd443a1c.pdf"
"1732","Trator Agrícola","MASSEY FERGUSON","MF7140","MANUAL DE AMACIAMENTO DO MOTOR DO TRATOR MF 7100","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d651-7f72-8165-1cfb546da571.pdf"
"1733","Trator Agrícola","MASSEY FERGUSON","MF7140","MANUAL DO OPERADOR TRATOR MASSEY FERGUNSON 7140,7150,7170,7180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d6a6-737a-9028-820a60697171.pdf"
"1734","Trator Agrícola","MASSEY FERGUSON","MF7140","MANUAL DO SISTEMA HUSCO MF 7100","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-75de-98ea-29d570e12983/019eef9f-d92b-7f1e-81f4-279ef55cdcb9.pdf"
"1735","Trator Agrícola","MASSEY FERGUSON","MF7150","CATALOGO DE PEÇAS DE BOMBA HIDRAULICA MASSEY FERGUNSON E OUTRAS MARCAS.","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-72a1-b247-bbb41cd48cfb/019eefa0-7e1e-7cb0-be6a-037d9df64a53.pdf"
"1736","Trator Agrícola","MASSEY FERGUSON","MF7150","CURSO DE OPERAÇÃO E MANUTENÇÃO DE TRATORES MASSEY FERGUNSON","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-72a1-b247-bbb41cd48cfb/019eefa0-7e2c-7e4e-8baf-aa42b1e51f4a.pdf"
"1737","Trator Agrícola","MASSEY FERGUSON","MF7150","ESPECIFICAÇÕES DO TRATOR MF7000 DYNA-6","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-72a1-b247-bbb41cd48cfb/019eefa0-7e8e-7435-8bd0-148c26411e52.pdf"
"1738","Trator Agrícola","MASSEY FERGUSON","MF7150","MANUAL DE AMACIAMENTO DO MOTOR DO TRATOR MF 7100","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0df-72a1-b247-bbb41cd48cfb/019eefa0-7f39-7362-83b3-28b2a1eb7a6c.pdf"
