"linha","tipo","marca","modelo","nome","descricao","tem_pdf","pdf_url"
"222","Trator Agrícola","CASE","MAXXUM 135","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-7b85-87e8-19ec6ddd406b/019e21ed-10e7-7213-991e-10c2ffde2cc1.pdf"
"223","Trator Agrícola","CASE","MAXXUM 135","FOLHETO TÉCNICO DE TRATORES MAXXUM - 135 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-7b85-87e8-19ec6ddd406b/019e21ed-1119-749c-bfb5-fc18822eb314.pdf"
"224","Trator Agrícola","CASE","MAXXUM 135","MANUAL DE REPARAÇÃO MAXXUM - 135 - 150 - 165 - 180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-7b85-87e8-19ec6ddd406b/019ee009-abd8-7f7b-a84d-fade60f2ef77.pdf"
"225","Trator Agrícola","CASE","MAXXUM 135","MANUAL DE SERVIÇO DOS TRATORES CASE IH MAXXUM 100-110-115-120-125-130-140 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-7b85-87e8-19ec6ddd406b/019e21f0-05ab-7112-a032-21112829161e.pdf"
"226","Trator Agrícola","CASE","MAXXUM 140","CATALOGO DE PEÇAS DOS TRATORES CASE IH MAXXUM 100-110-115-120-125-130-140 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e21b0-062d-79b6-9faf-563accb72599/019e21fa-5448-7dd5-ba45-5e55ec51a924.pdf"
"227","Trator Agrícola","CASE","MAXXUM 140","MANUAL DE SERVIÇO DOS TRATORES CASE IH MAXXUM 100-110-115-120-125-130-140 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e21b0-062d-79b6-9faf-563accb72599/019e21fa-5561-75d1-9d68-3bdf52b04610.pdf"
"228","Trator Agrícola","CASE","MAXXUM 140","MANUAL DE SERVIÇO TRATOR - CASE - MAXXUM- 100 - 110 - 115 - 120 - 125 - 130 - 140 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e21b0-062d-79b6-9faf-563accb72599/019ed695-75ed-7b28-9a19-33ef4860ff65.pdf"
"229","Trator Agrícola","CASE","MAXXUM 150","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-78a6-929e-a1194a1ddb84/019e21ed-d3cc-7a72-a2ec-54b70536baf8.pdf"
"230","Trator Agrícola","CASE","MAXXUM 150","FOLHETO TÉCNICO DE TRATORES MAXXUM - 150 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-78a6-929e-a1194a1ddb84/019e21ed-d3fc-7d2c-a990-3b864bed5013.pdf"
"231","Trator Agrícola","CASE","MAXXUM 150","MANUAL DE REPARAÇÃO MAXXUM - 135 - 150 - 165 - 180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9b-78a6-929e-a1194a1ddb84/019ee00a-11d6-76a1-acc1-7f5236c72561.pdf"
"232","Trator Agrícola","CASE","MAXXUM 165","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e188b-ed7a-7c3d-983e-b3b652067b8a/019e21ee-7483-7146-b94d-88db9334c457.pdf"
"233","Trator Agrícola","CASE","MAXXUM 165","FOLHETO TÉCNICO DE TRATORES MAXXUM - 165 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e188b-ed7a-7c3d-983e-b3b652067b8a/019e21ee-74b1-7c87-a8a3-a0d90c51766f.pdf"
"234","Trator Agrícola","CASE","MAXXUM 165","MANUAL DE REPARAÇÃO MAXXUM - 135 - 150 - 165 - 180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e188b-ed7a-7c3d-983e-b3b652067b8a/019ee00a-7295-7f89-aae0-5a064f890510.pdf"
"235","Trator Agrícola","CASE","MAXXUM 180","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7e9d-9e53-1a329984f2c4/019e21ef-16c0-7d9c-ab2c-2077ae09fe11.pdf"
"236","Trator Agrícola","CASE","MAXXUM 180","FOLHETO TÉCNICO DE TRATORES MAXXUM - 180 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7e9d-9e53-1a329984f2c4/019e21ef-1709-7817-bdff-7e4b8e65ef5e.pdf"
"237","Trator Agrícola","CASE","MAXXUM 180","MANUAL DE REPARAÇÃO MAXXUM - 135 - 150 - 165 - 180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bf9c-7e9d-9e53-1a329984f2c4/019ee00a-e02a-756d-901a-1238a5ede0a7.pdf"
"238","Trator Agrícola","CASE","PUMA 140","APOSTILHA MECÂNICA HIDRÁULICA ELÉTRICA E DIAGNÓSTICO - TRATORES CASE 140","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-d7a3-7f8d-a715-c2fe5e36121b.pdf"
"239","Trator Agrícola","CASE","PUMA 140","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-d8be-7fad-8a68-644c4806a3ac.pdf"
"240","Trator Agrícola","CASE","PUMA 140","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-d96e-7896-b7b0-9bae38938823.pdf"
"241","Trator Agrícola","CASE","PUMA 140","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e611d-4891-7251-bcc3-db81d051222f.pdf"
"242","Trator Agrícola","CASE","PUMA 140","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-da35-7feb-8671-870ecfb24eec.pdf"
"243","Trator Agrícola","CASE","PUMA 140","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-da89-7832-b274-669dce273182.pdf"
"244","Trator Agrícola","CASE","PUMA 140","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-dba7-7af9-a9cb-283e3c7078da.pdf"
"245","Trator Agrícola","CASE","PUMA 140","MANUAL DO OPERADOR TRATOR PUMA 140 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-dd11-75ec-a708-21eacabfce85.pdf"
"246","Trator Agrícola","CASE","PUMA 140","TREINAMENTO AVANÇADO TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-df26-7d35-a704-2ad40af18135.pdf"
"247","Trator Agrícola","CASE","PUMA 140","TREINAMENTO TÉCNICO E DIAGNÓSTICO DOS TRATORES CASE - PUMA SPS-FPS-PUMA 140 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-73bf-998b-5b52d70942b2/019e2195-e08e-7715-8175-3a44a7665a6a.pdf"
"248","Trator Agrícola","CASE","PUMA 155","APOSTILHA MECÂNICA HIDRÁULICA ELÉTRICA E DIAGNÓSTICO - TRATORES CASE 155","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-2ce9-79b9-a3d1-7b2c8efe507c.pdf"
"249","Trator Agrícola","CASE","PUMA 155","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-2e05-749b-90bc-c295b1c5a647.pdf"
"250","Trator Agrícola","CASE","PUMA 155","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-2ea8-7de4-860a-97f81d02ed86.pdf"
"251","Trator Agrícola","CASE","PUMA 155","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e611d-e8ef-7054-a3e6-3becd6cffe2e.pdf"
"252","Trator Agrícola","CASE","PUMA 155","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-2fa0-70e6-895b-94331524951c.pdf"
"253","Trator Agrícola","CASE","PUMA 155","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-3000-751b-9578-532f222fd91e.pdf"
"254","Trator Agrícola","CASE","PUMA 155","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-30c0-74c2-8a66-3c5f0359ddaf.pdf"
"255","Trator Agrícola","CASE","PUMA 155","MANUAL DO OPERADOR TRATOR PUMA 155 -CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-3269-7ffa-8e7e-9ec62c657de0.pdf"
"256","Trator Agrícola","CASE","PUMA 155","TREINAMENTO AVANÇADO TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-346f-700a-9eab-d2a8e411b873.pdf"
"257","Trator Agrícola","CASE","PUMA 155","TREINAMENTO TÉCNICO E DIAGNÓSTICO DOS TRATORES CASE - PUMA SPS-FPS-PUMA 155 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7645-97ed-f5594252fd21/019e2197-35e5-74d0-8ffd-bb47926b2a11.pdf"
"258","Trator Agrícola","CASE","PUMA 165","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e2198-b62e-7172-ba28-d31bb99f666f/019e2199-a13a-79dc-bd3d-be0fbdbac8de.pdf"
"259","Trator Agrícola","CASE","PUMA 165","ESPECIFICAÇÃO TRATORES CASE - PUMA -165- INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e2198-b62e-7172-ba28-d31bb99f666f/019e2199-a16c-7253-8bb0-5637ef30f2aa.pdf"
"260","Trator Agrícola","CASE","PUMA 165","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e2198-b62e-7172-ba28-d31bb99f666f/019e611e-75c5-747b-8296-7d1c60989c59.pdf"
"261","Trator Agrícola","CASE","PUMA 165","MANUAL DO OPERADOR TRATORES CASE - PUMA 165","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e2198-b62e-7172-ba28-d31bb99f666f/019e2199-a20d-787c-bab9-086f14b509af.pdf"
"262","Trator Agrícola","CASE","PUMA 170","APOSTILHA MECÂNICA HIDRÁULICA ELÉTRICA E DIAGNÓSTICO - TRATORES CASE 170","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-872f-7672-9002-a9d43af7b496.pdf"
"263","Trator Agrícola","CASE","PUMA 170","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8848-7c6c-8066-1cb657257b06.pdf"
"264","Trator Agrícola","CASE","PUMA 170","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-89c8-7ea8-aa1c-e48f74e0774b.pdf"
"265","Trator Agrícola","CASE","PUMA 170","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e611f-0fab-77e8-a450-abb3a2c83517.pdf"
"266","Trator Agrícola","CASE","PUMA 170","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8a6a-75c7-92a9-0159c32b6699.pdf"
"267","Trator Agrícola","CASE","PUMA 170","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8acf-774f-9125-e9f6eebbdff8.pdf"
"268","Trator Agrícola","CASE","PUMA 170","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8bac-71a4-9d36-86aaf20597e7.pdf"
"269","Trator Agrícola","CASE","PUMA 170","MANUAL DE SERVIÇOS TRATORES - CASE - PUMA 170 CVX - 185 CVX - 200 CVX - 215 CVX - 230 CVX - PUMA - 170 - 185 - 200 - 215 - ESP -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e92d6-d26a-7567-a297-4582ecad22c1.pdf"
"270","Trator Agrícola","CASE","PUMA 170","MANUAL DO OPERADOR TRATOR PUMA 170 -CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8ccc-7ce3-a2d1-3212975f7ba2.pdf"
"271","Trator Agrícola","CASE","PUMA 170","TREINAMENTO AVANÇADO TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-8e7c-7de3-b5d5-abe1b8ff4b25.pdf"
"272","Trator Agrícola","CASE","PUMA 170","TREINAMENTO TÉCNICO E DIAGNÓSTICO DOS TRATORES CASE - PUMA SPS-FPS-PUMA 170 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-7c74-a375-33848d6ef523/019e219a-9054-7a66-bd03-5a188d2a15de.pdf"
"273","Trator Agrícola","CASE","PUMA 180","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219b-55fa-7468-bc4e-d29ae327bb0b/019e219b-fe3d-7864-ac9a-d86b08b7e5f3.pdf"
"274","Trator Agrícola","CASE","PUMA 180","ESPECIFICAÇÃO TRATORES CASE - PUMA -180- INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219b-55fa-7468-bc4e-d29ae327bb0b/019e219b-fe71-77fe-a0c1-30bf66725aab.pdf"
"275","Trator Agrícola","CASE","PUMA 180","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219b-55fa-7468-bc4e-d29ae327bb0b/019e611f-821a-7474-9512-64e25f220131.pdf"
"276","Trator Agrícola","CASE","PUMA 180","MANUAL DO OPERADOR TRATORES CASE - PUMA 180","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219b-55fa-7468-bc4e-d29ae327bb0b/019e219b-fe9b-73a4-a9f8-9396d482b586.pdf"
"277","Trator Agrícola","CASE","PUMA 185","APOSTILHA MECÂNICA HIDRÁULICA ELÉTRICA E DIAGNÓSTICO - TRATORES CASE 185","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c3b4-7660-bc2b-62707d408f68.pdf"
"278","Trator Agrícola","CASE","PUMA 185","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c4d4-7ca6-8b79-3ef6fa78a97b.pdf"
"279","Trator Agrícola","CASE","PUMA 185","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c591-7254-8f52-6dd3ac35fcd2.pdf"
"280","Trator Agrícola","CASE","PUMA 185","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e611f-ea3a-7e61-9053-c520d76e84f9.pdf"
"281","Trator Agrícola","CASE","PUMA 185","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c5fe-7816-b66f-7f70c0fd0de9.pdf"
"282","Trator Agrícola","CASE","PUMA 185","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c6e5-7d5c-bcc1-c769265d2253.pdf"
"283","Trator Agrícola","CASE","PUMA 185","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c78b-7e56-a82b-99ce5050c399.pdf"
"284","Trator Agrícola","CASE","PUMA 185","MANUAL DE SERVIÇOS TRATORES - CASE - PUMA 170 CVX - 185 CVX - 200 CVX - 215 CVX - 230 CVX - PUMA - 170 - 185 - 200 - 215 - ESP -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e92d8-2d0f-77ca-a031-76ef602e22c3.pdf"
"285","Trator Agrícola","CASE","PUMA 185","MANUAL DO OPERADOR TRATOR PUMA 185 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-c8ef-7e29-8b61-d285ff2c51b2.pdf"
"286","Trator Agrícola","CASE","PUMA 185","PEÇAS ELÉTRICAS CAPÔ DIANTEIRO TRATOR PUMA 185","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-cafc-74b8-bd85-35368cd34207.pdf"
"287","Trator Agrícola","CASE","PUMA 185","TREINAMENTO AVANÇADO TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-cb39-787f-9623-31ef0a21e4f9.pdf"
"288","Trator Agrícola","CASE","PUMA 185","TREINAMENTO TÉCNICO E DIAGNÓSTICO DOS TRATORES CASE - PUMA SPS-FPS-PUMA 185 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-79ac-8734-96809f0fee64/019e219c-cdd4-7969-b285-6b9d4f749720.pdf"
"289","Trator Agrícola","CASE","PUMA 190","MANUAL DE SERVIÇO TRATORES - CASE - PUMA 190 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e92c9-3ca8-7816-836d-bd84f081aa17/019e92cb-5a9e-7c59-986c-1496bd3ad63e.pdf"
"290","Trator Agrícola","CASE","PUMA 195","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219d-bd53-70a0-b314-0fe95b1cdbac/019e219e-961a-76ed-97f2-4be9e6a58866.pdf"
"291","Trator Agrícola","CASE","PUMA 195","ESPECIFICAÇÃO TRATORES CASE - PUMA -195- INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219d-bd53-70a0-b314-0fe95b1cdbac/019e219e-9652-79a1-81d3-ad5d7db9083e.pdf"
"292","Trator Agrícola","CASE","PUMA 195","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219d-bd53-70a0-b314-0fe95b1cdbac/019e6120-7558-782a-af91-60ab35e8dcb4.pdf"
"293","Trator Agrícola","CASE","PUMA 195","MANUAL DO OPERADOR TRATORES CASE - PUMA 195","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e219d-bd53-70a0-b314-0fe95b1cdbac/019e219e-9685-7dde-a42e-a1aa38f01f0c.pdf"
"294","Trator Agrícola","CASE","PUMA 200","APOSTILHA MECÂNICA HIDRÁULICA ELÉTRICA E DIAGNÓSTICO - TRATORES CASE 200","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b342-78c6-a5f4-e340d3c1a064.pdf"
"295","Trator Agrícola","CASE","PUMA 200","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b45c-7407-8cab-c243369e9c87.pdf"
"296","Trator Agrícola","CASE","PUMA 200","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b59e-71c0-b959-ab6cfa855328.pdf"
"297","Trator Agrícola","CASE","PUMA 200","ESPECIFICAÇÃO TÉCNICA TRATOR CASE - PUMA 200- PUMA 215- PUMA 230","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b69d-70b5-b6b0-caba121d37d5.pdf"
"298","Trator Agrícola","CASE","PUMA 200","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e6120-d407-7e38-8a53-0293668b1913.pdf"
"299","Trator Agrícola","CASE","PUMA 200","FOLHETO TÉCNICO TRATOR CASE - PUMA 200 - PUMA 215 - PUMA 230","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b74a-79ce-a180-36d6d07e807a.pdf"
"300","Trator Agrícola","CASE","PUMA 200","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b7c0-70a5-bad1-a1a544519a56.pdf"
"301","Trator Agrícola","CASE","PUMA 200","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b824-7343-9a08-67c025d9df84.pdf"
"302","Trator Agrícola","CASE","PUMA 200","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b8ce-720a-b3fe-0413dc333cdc.pdf"
"303","Trator Agrícola","CASE","PUMA 200","MANUAL DE SERVIÇOS TRATORES - CASE- PUMA 170 CVX - 185 CVX - 200 CVX - 215 CVX - 230 CVX - PUMA - 170 - 185 - 200 - 215 - ESP -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e92d9-31a8-7fa7-b0b1-6b1719e9e365.pdf"
"304","Trator Agrícola","CASE","PUMA 200","MANUAL DE SERVIÇO TRATORES - CASE - PUMA 200 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e92cc-a2c0-79cd-b0f4-62b74eca4b0b.pdf"
"305","Trator Agrícola","CASE","PUMA 200","TREINAMENTO AVANÇADO TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7b2f-a009-fc290e8c6938/019e219f-b9ea-7e29-b600-e4c878645f57.pdf"
"306","Trator Agrícola","CASE","PUMA 205","CALIBRAÇÃO DE MÓDULOS AVANÇADOS TRATOTES CASE - PUMA 205 - PUMA 225","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e59d7-f8ca-790a-8ce6-11eaf68250ee.pdf"
"307","Trator Agrícola","CASE","PUMA 205","CALIBRAÇÃO DE MÓDULOS ELETRÔNICOS DE TRATORES - CASE - PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8a75-7854-93a7-e9987593ad1a.pdf"
"308","Trator Agrícola","CASE","PUMA 205","CÁUCULO DE LASTRO PARA TRATORES - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8af9-78dc-ad02-a70a4a415c7b.pdf"
"309","Trator Agrícola","CASE","PUMA 205","ENTREGA TÉCNICA TRATORES CASE - PUMA 205 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8b3b-7ccd-bf04-c4ef65ab0d27.pdf"
"310","Trator Agrícola","CASE","PUMA 205","ESQUEMA ELÉTRICO TRATORES - CASE - PUMA -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e6121-4b7d-729b-8bb7-a72a34c8431d.pdf"
"311","Trator Agrícola","CASE","PUMA 205","MANUAL DE CALIBRAÇÔES DE CONTROLADORA DOS TRATORES PUMA - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8ca9-73cf-b581-e381030daf4b.pdf"
"312","Trator Agrícola","CASE","PUMA 205","MANUAL DE ENTREGA TÉCNICA TRATORES CASE - SÉRIE PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8d30-7346-ba9d-2c7f1b92c2d9.pdf"
"313","Trator Agrícola","CASE","PUMA 205","MANUAL DE MANUTENÇÃO TRATORES PUMA","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e21a0-8dbc-7b3e-946a-c9a2acce4aa5.pdf"
"314","Trator Agrícola","CASE","PUMA 205","SISTEMA ELÉTRICOS E MODULOS ELETRÔNICOS - TRATORES PUMA 205 - PUMA 225 - CASE","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0de-7896-92c8-fef8dd32022e/019e233e-9494-75a0-8c53-d3b297e87c98.pdf"
