"linha","tipo","marca","modelo","nome","descricao","tem_pdf","pdf_url"
"597","Colheitadeira de Grãos","JOHN DEERE","S4 400","MANUAL DO OPERADOR DA COLHEITADEIRA JOHN DEERE S4 300 e s4 400","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019d96b5-8592-70a0-beda-dfff61a9911d/019d9bd2-3311-7ee1-83a6-c76614db9c59.pdf"
"598","Colheitadeira de Grãos","JOHN DEERE","S540","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d8379-80ad-7215-b275-71e6a52db90f.pdf"
"599","Colheitadeira de Grãos","JOHN DEERE","S540","Catalogo de peças da colheitadeira John deere - S540-STS","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d848c-ccf2-7aa9-8a66-551538bdea3e.pdf"
"600","Colheitadeira de Grãos","JOHN DEERE","S540","Catalogo de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d8379-80f8-7540-8a7a-654afb2a7cee.pdf"
"601","Colheitadeira de Grãos","JOHN DEERE","S540","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019ef122-82b1-7a4f-8de0-e0378b3496dc.pdf"
"602","Colheitadeira de Grãos","JOHN DEERE","S540","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d8dbc-3b84-708f-80ca-93357a47ceb1.pdf"
"603","Colheitadeira de Grãos","JOHN DEERE","S540","GUIA DE REFERENCIA RÁPIDO DA COLHEITADEIRA JOHN DEERE S540 e S550","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d9bb6-164d-769b-b9b2-3f7330c3887c.pdf"
"604","Colheitadeira de Grãos","JOHN DEERE","S540","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d8379-8f92-74a7-aebc-8155e3d483ce.pdf"
"605","Colheitadeira de Grãos","JOHN DEERE","S540","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019ed798-a6e6-72db-8f21-94049572e057.pdf"
"606","Colheitadeira de Grãos","JOHN DEERE","S540","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d837a-6be6-72d2-bba5-a612ad13f9fd.pdf"
"607","Colheitadeira de Grãos","JOHN DEERE","S540","Roteiro-Tecnico-Colheitadeira John Deere-S540-S550-pt-BR","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d837b-19e9-7cef-908f-c21f4865bd83.pdf"
"608","Colheitadeira de Grãos","JOHN DEERE","S540","Roteiro Técnico Colheitadeiras john deere-S540-S550 54-B8","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d837a-6c2e-7d57-8c4c-62111b929840.pdf"
"609","Colheitadeira de Grãos","JOHN DEERE","S540","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d837b-1b59-7ab6-ab52-953011a31196.pdf"
"610","Colheitadeira de Grãos","JOHN DEERE","S540","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-79d4-ba73-a6a5884b3459/019d837b-1be1-7799-8e7d-a13f8deafae8.pdf"
"611","Colheitadeira de Grãos","JOHN DEERE","S550","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837c-6a5d-772b-9ad3-e14cfa0603bd.pdf"
"612","Colheitadeira de Grãos","JOHN DEERE","S550","Catalogo de peças Colheitadeiras John Deere -S550","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837c-6aa4-72a9-97c7-cd8efa8d8125.pdf"
"613","Colheitadeira de Grãos","JOHN DEERE","S550","Catalogo de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837d-9447-7a77-bd5b-9eb5141f7123.pdf"
"614","Colheitadeira de Grãos","JOHN DEERE","S550","Colheitadeira john deere S550-visao-tec-alimentador","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837d-a528-7b6e-922b-f941249d2b11.pdf"
"615","Colheitadeira de Grãos","JOHN DEERE","S550","Detalhes técnicos Colheitadeiras John Deere S550- plataformas Serie 600 Modelos 625-630-635F Hydraflex","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837d-a55e-7526-b240-d5f06401845f.pdf"
"616","Colheitadeira de Grãos","JOHN DEERE","S550","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019ef122-d560-74bd-9e57-abf6556e4e48.pdf"
"617","Colheitadeira de Grãos","JOHN DEERE","S550","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d8dbd-3fed-7ece-a01f-0cbd31ca082e.pdf"
"618","Colheitadeira de Grãos","JOHN DEERE","S550","GUIA DE LIMPEZA COLHETADEIRAS JOHN DEERE S550 - S660- S670 - S680 - S685 - S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d8dbd-3ffb-7836-8171-4d24efce8fe9.pdf"
"619","Colheitadeira de Grãos","JOHN DEERE","S550","GUIA DE REFERENCIA RÁPIDO DA COLHEITADEIRA JOHN DEERE S540 e S550","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d9bb6-e6fa-749e-b1ea-258423f9ce92.pdf"
"620","Colheitadeira de Grãos","JOHN DEERE","S550","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-4854-7442-9348-fd2859cfb648.pdf"
"621","Colheitadeira de Grãos","JOHN DEERE","S550","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019ed799-68ac-79a9-96f2-79fbb19ee12f.pdf"
"622","Colheitadeira de Grãos","JOHN DEERE","S550","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-48b5-7120-93d0-3bae04bf7414.pdf"
"623","Colheitadeira de Grãos","JOHN DEERE","S550","Roteiro-Tecnico-Colheitadeira John Deere-S540-S550-pt-BR","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-496d-7238-a6e5-50f69d882ebc.pdf"
"624","Colheitadeira de Grãos","JOHN DEERE","S550","Roteiro Técnico Colheitadeiras john deere-S540-S550 54-B8","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-48f8-795f-834d-4eb5bc47a2c8.pdf"
"625","Colheitadeira de Grãos","JOHN DEERE","S550","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-4acc-76f5-a8de-e39fe8ef284b.pdf"
"626","Colheitadeira de Grãos","JOHN DEERE","S550","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-4b6c-79cd-b281-f07e3df2ff26.pdf"
"627","Colheitadeira de Grãos","JOHN DEERE","S550","Visão técnica Colheitadeiras John deere S550- Plataforma série 700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-702d-9f95-c74f6e7136e0/019d837e-4b31-7d00-9640-702ad15a8994.pdf"
"628","Colheitadeira de Grãos","JOHN DEERE","S5 500","FICHA TÉCNICA DA COLHEITADEIRA JOHN DEERE S5 500 - BR","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019d9bc4-1566-7dee-98b0-efad512e779a/019d9bd3-1641-7ca3-ae09-91353830b390.pdf"
"629","Colheitadeira de Grãos","JOHN DEERE","S5 500","GUIA DE LIMPEZA DA COLHEITADEIRA JOHN DEERE - S5 500 - SÉRIE - S5","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019d9bc4-1566-7dee-98b0-efad512e779a/019d9bd3-1698-7f40-b5f4-63066e5a6054.pdf"
"630","Colheitadeira de Grãos","JOHN DEERE","S5 500","GUIA DE REFERENCIA RÁPIDA DA COLHEITADEIRA JOHN DEERE SERIE - S5 500","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019d9bc4-1566-7dee-98b0-efad512e779a/019d9bd3-1738-7407-83be-da722476f75c.pdf"
"631","Colheitadeira de Grãos","JOHN DEERE","S5 500","MANUAL DO OPERADOR COLHETADEIRAS JOHN DEERE S5 500 - SÉRIE - S5","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019d9bc4-1566-7dee-98b0-efad512e779a/019d9bd3-1810-7916-a6af-7211ac675b32.pdf"
"632","Colheitadeira de Grãos","JOHN DEERE","S650","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-687a-7a81-a275-4a91822a651e.pdf"
"633","Colheitadeira de Grãos","JOHN DEERE","S650","Catalogo de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-68e6-7507-b8ed-50bcd8df0134.pdf"
"634","Colheitadeira de Grãos","JOHN DEERE","S650","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019ef11f-c1c1-713c-b481-8a5c4c331ffa.pdf"
"635","Colheitadeira de Grãos","JOHN DEERE","S650","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d8dbf-6f80-7233-8940-f7fdab6ce5e9.pdf"
"636","Colheitadeira de Grãos","JOHN DEERE","S650","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-f76c-749a-8dec-739d6ae8669b.pdf"
"637","Colheitadeira de Grãos","JOHN DEERE","S650","MANUAL DO OPERADOR COLHETADEIRA JOHN DEERE S650","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d8dbf-d999-78ff-8a86-396df3b50783.pdf"
"638","Colheitadeira de Grãos","JOHN DEERE","S650","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-f7c2-768a-8fc0-b3377ac04d80.pdf"
"639","Colheitadeira de Grãos","JOHN DEERE","S650","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-f80b-77ea-a481-fd3fbc281e3c.pdf"
"640","Colheitadeira de Grãos","JOHN DEERE","S650","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01992f90-4c34-7a3c-aad4-7dc06257435b/019d83be-f874-7e26-b2ce-1c6df48d9b50.pdf"
"641","Colheitadeira de Grãos","JOHN DEERE","S660","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c3-60ff-731a-977c-261d8c6ae712.pdf"
"642","Colheitadeira de Grãos","JOHN DEERE","S660","Catálago de peças colhetadeiras John Deere -S660","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c3-6162-700b-a73f-a9795bb43739.pdf"
"643","Colheitadeira de Grãos","JOHN DEERE","S660","Catalogo de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c4-4732-7ddd-aa0c-3dd28faf1139.pdf"
"644","Colheitadeira de Grãos","JOHN DEERE","S660","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019ef120-20e8-7772-b8b9-7e5ef622f7bc.pdf"
"645","Colheitadeira de Grãos","JOHN DEERE","S660","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d8dc5-b909-7b6e-b97c-6799ec228bdb.pdf"
"646","Colheitadeira de Grãos","JOHN DEERE","S660","GUIA DE LIMPEZA RÁPIDA COLHETADEIRAS JOHN DEERE S550 - S660- S670 - S680 - S685 - S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d9bc1-3c35-7604-a13c-687d25ec3116.pdf"
"647","Colheitadeira de Grãos","JOHN DEERE","S660","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c4-d38f-7924-beb6-45d54758b74d.pdf"
"648","Colheitadeira de Grãos","JOHN DEERE","S660","MANUAL DO OPERADOR COLHETADEIRA JOHN DEERE S650","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d8dc6-2af2-75b2-9c0d-a34c0c63adaa.pdf"
"649","Colheitadeira de Grãos","JOHN DEERE","S660","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019ed79b-1b47-72c8-9ff0-b04f5dba428c.pdf"
"650","Colheitadeira de Grãos","JOHN DEERE","S660","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c4-d3ec-7fb3-ae09-0ccb58689498.pdf"
"651","Colheitadeira de Grãos","JOHN DEERE","S660","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c4-d437-7316-be02-1d17deb47ca3.pdf"
"652","Colheitadeira de Grãos","JOHN DEERE","S660","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-78f1-b6ce-8d02cf3d280d/019d83c4-d49d-7271-8021-7ad520042809.pdf"
"653","Colheitadeira de Grãos","JOHN DEERE","S670","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d880e-ce77-7af9-a0da-29d822e8afb5.pdf"
"654","Colheitadeira de Grãos","JOHN DEERE","S670","Catalogo de peças da Colheitadeira-John-Deere-S670","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d880e-cee6-7bc2-a1eb-a2dac525814c.pdf"
"655","Colheitadeira de Grãos","JOHN DEERE","S670","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019ef120-6fe5-7eb6-84df-530cba78b5f1.pdf"
"656","Colheitadeira de Grãos","JOHN DEERE","S670","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8dd9-c865-7cb0-b51d-5966d89c8c70.pdf"
"657","Colheitadeira de Grãos","JOHN DEERE","S670","GUIA DE LIMPEZA COLHETADEIRAS JOHN DEERE S550 - S660- S670 - S680 - S685 - S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8dd9-c874-7195-a1c2-509500b5cb7c.pdf"
"658","Colheitadeira de Grãos","JOHN DEERE","S670","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d880e-d329-7a58-8a9a-90a10047ae4f.pdf"
"659","Colheitadeira de Grãos","JOHN DEERE","S670","Lista de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8810-81a6-731f-9317-6b8a7fe73409.pdf"
"660","Colheitadeira de Grãos","JOHN DEERE","S670","MANUAL DO OPERADOR COLHETADEIRA JOHN DEERE S670","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019e27bc-4562-7df0-a5f1-e82558cad073.pdf"
"661","Colheitadeira de Grãos","JOHN DEERE","S670","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019ed79b-9ee4-7945-9696-61f80b778144.pdf"
"662","Colheitadeira de Grãos","JOHN DEERE","S670","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8810-9098-7c53-a7bf-498535b6b66b.pdf"
"663","Colheitadeira de Grãos","JOHN DEERE","S670","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8810-90dd-7cd8-831b-6676cd96a6b8.pdf"
"664","Colheitadeira de Grãos","JOHN DEERE","S670","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7be2-8716-2264efb2cbe3/019d8810-9144-717d-966c-6581611b69c6.pdf"
"665","Colheitadeira de Grãos","JOHN DEERE","S680","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8814-b16c-7ce6-83a8-2b579c3ffd6b.pdf"
"666","Colheitadeira de Grãos","JOHN DEERE","S680","Catálogo de peças colhetadeiras john Deere-John--S680","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8814-b206-704a-94da-bbb87653f699.pdf"
"667","Colheitadeira de Grãos","JOHN DEERE","S680","FUNDAMENTOS E SERVIÇOS TRANSMISSÃO S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019ef11b-1be2-76fe-b3db-2154f2e223ea.pdf"
"668","Colheitadeira de Grãos","JOHN DEERE","S680","FUNDAMENTOS E TRANSPORTE E ARMAZENAMENTO - S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019ef11c-f608-7805-bab4-3975b68074d7.pdf"
"669","Colheitadeira de Grãos","JOHN DEERE","S680","Fundamentos técnico- serviços e de residuos de colheitadeiras JOHN DEERE S680","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8814-b5c9-74df-a8c0-80cc99865e4a.pdf"
"670","Colheitadeira de Grãos","JOHN DEERE","S680","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8dda-da99-712a-a427-98799ee68296.pdf"
"671","Colheitadeira de Grãos","JOHN DEERE","S680","GUIA DE LIMPEZA COLHETADEIRAS JOHN DEERE S550 - S660- S670 - S680 - S685 - S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8dda-daa9-7a27-9e51-9a79c058ad44.pdf"
"672","Colheitadeira de Grãos","JOHN DEERE","S680","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8816-2ca9-7bb0-8d6b-14ce51f70812.pdf"
"673","Colheitadeira de Grãos","JOHN DEERE","S680","Lista de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8816-2d04-77dd-93ef-6eba2d7cee7d.pdf"
"674","Colheitadeira de Grãos","JOHN DEERE","S680","MANUAL DO OPERADOR COLHETADEIRA JOHN DEERE S680","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019e27bc-d01d-7094-b879-65cd2a6f985f.pdf"
"675","Colheitadeira de Grãos","JOHN DEERE","S680","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019ed79c-2647-7d72-bcdf-0e87487070ba.pdf"
"676","Colheitadeira de Grãos","JOHN DEERE","S680","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8818-20de-76a3-8412-c7ce38443dad.pdf"
"677","Colheitadeira de Grãos","JOHN DEERE","S680","Visão e ajustes - colhetadeiras SÉRIE S - Caderno-Do-Aluno","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8818-2125-7e0e-bab7-c47a26eb6710.pdf"
"678","Colheitadeira de Grãos","JOHN DEERE","S680","Visao-Geral-Tecnica-Eletrica Colhetadeiras Série S","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0c2-7b78-a42b-d2c99f29f90a/019d8818-218f-7634-bb74-b37cac71c554.pdf"
"679","Colheitadeira de Grãos","JOHN DEERE","S690","Ajuste-de-colheitadeira John Deere Série S500 e S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8820-51f8-78bd-8ccd-2ec0e7747974.pdf"
"680","Colheitadeira de Grãos","JOHN DEERE","S690","Catalogo de peças colhetadeira John deere S690-STS-PORTUGUES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8820-5241-702e-9ef6-efb1d6bb1930.pdf"
"681","Colheitadeira de Grãos","JOHN DEERE","S690","FUNDAMENTOS SISTEMAS HIDRÁULICOS - SÉRIE S -Centro-Aberto","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019ef120-e850-78ce-b055-fb59a3b4e9ce.pdf"
"682","Colheitadeira de Grãos","JOHN DEERE","S690","Guia das colhetadeiras -série-S400 - S500- S600","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8ddb-cb1c-75aa-b14c-e301c6d86470.pdf"
"683","Colheitadeira de Grãos","JOHN DEERE","S690","GUIA DE LIMPEZA COLHETADEIRAS JOHN DEERE S550 - S660- S670 - S680 - S685 - S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8ddb-cb2b-74e1-a1d8-9956a9eab0fb.pdf"
"684","Colheitadeira de Grãos","JOHN DEERE","S690","Instruções sobre ajustes e configurações de colheitadeiras da série S da John Deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8820-557f-7f26-930c-d1bc5d45247f.pdf"
"685","Colheitadeira de Grãos","JOHN DEERE","S690","Lista de peças PARALELA da Linha S de colhetadeiras John deere","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8821-cf5f-7c82-b121-939b4133e960.pdf"
"686","Colheitadeira de Grãos","JOHN DEERE","S690","MANUAL DO OPERADOR COLHETADEIRA S690","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8ddc-45fd-7234-b690-2919f834fa02.pdf"
"687","Colheitadeira de Grãos","JOHN DEERE","S690","MANUAL TECNICO DE REPAROS COLHEITADEIRA - JOHN DEERE - S540 S550 S660 S670 S680 -690 -","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019ed79d-d9b8-7433-a973-c4ac8c241315.pdf"
"688","Colheitadeira de Grãos","JOHN DEERE","S690","Regulagem de colheitadeiras john deere S500 e S600 e Plataformas","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0196f443-bfa0-7cc8-b7de-ea2d17dd9a07/019d8823-7375-78b4-a0fc-fd7feeded567.pdf"
