"marca","modelo","escopo","tipo_documento","pasta_sugerida","idioma_sugerido","nome_arquivo","caminho_zip","tamanho_bytes","compactado_bytes","status_validacao","observacao"
"VALTRA","A94S","modelo","manual_manutencao","04_manual_manutencao","PT","MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","TRATORES AGRICOLAS VALTRA 2/A94S/MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","1217771","1110927","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","A94S","modelo","manual_operador","01_manual_operador","PT","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","35105049","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","A94S","modelo","manual_servico_oficina","02_manual_servico_oficina","PT","MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","1761545","1727357","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M165","modelo","catalogo_pecas","03_catalogo_pecas","PT","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","TRATORES AGRICOLAS VALTRA 2/M165/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","3058480","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M165","modelo","ficha_tecnica_folheto","07_ficha_tecnica_folheto","PT","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","TRATORES AGRICOLAS VALTRA 2/M165/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","2180287","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M165","modelo","manual_complementar","08_manual_complementar","PT","MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","56623982","50989796","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M165","modelo","manual_operador","01_manual_operador","PT","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","35105049","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M185","modelo","catalogo_pecas","03_catalogo_pecas","PT","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","TRATORES AGRICOLAS VALTRA 2/M185/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","3058480","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M185","modelo","ficha_tecnica_folheto","07_ficha_tecnica_folheto","PT","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","TRATORES AGRICOLAS VALTRA 2/M185/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","2180287","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M185","modelo","manual_operador","01_manual_operador","PT","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","TRATORES AGRICOLAS VALTRA 2/M185/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","35105049","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M205","modelo","catalogo_pecas","03_catalogo_pecas","PT","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","TRATORES AGRICOLAS VALTRA 2/M205/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","3058480","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M205","modelo","ficha_tecnica_folheto","07_ficha_tecnica_folheto","PT","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","TRATORES AGRICOLAS VALTRA 2/M205/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","2180287","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
"VALTRA","M205","modelo","manual_operador","01_manual_operador","PT","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","TRATORES AGRICOLAS VALTRA 2/M205/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","35105049","candidato_por_pasta_usuario","Documento estava dentro da pasta do modelo no ZIP do usuario."
