"data_registro","marca","escopo","tipo_documento","arquivo","tamanho_bytes","paginas","sha256","fonte","regra_uso","status","observacao"
"2026-07-01T15:22:45","VALTRA","_GENERICOS_VALTRA","catalogo_pecas_generico","E:\MANUAIS_APPMAQ\_GENERICOS\VALTRA\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","99","7e785f2002f3947098c7317c3bbd308a0ba04df5d13875925be09b8534c9d48f","arquivo_usuario_scribd_informado","copiar_na_raiz_do_modelo_valtra_quando_aplicavel","aprovado_usuario_generico","Catalogo de produtos/pecas Valtra Valmet, uso generico quando aplicavel."
"2026-07-01T15:22:47","VALTRA","_GENERICOS_VALTRA","folheto_generico","E:\MANUAIS_APPMAQ\_GENERICOS\VALTRA\FOLHETO COM  INFORMAÇÕES SOBRE ECONOMIA DE COMBUSTÍVEL, CONFORTO, VERSATILIDADE E TECNOLOGIA AVANÇADA DE TODOS TRATORES VALTRA..pdf","189856864","52","f1b362175ea35889e05400a6d8ddbc8615d8358de7021a87f7f08970b16294c0","arquivo_usuario_scribd_informado","copiar_na_raiz_do_modelo_valtra_quando_aplicavel","aprovado_usuario_generico","Catalogo de solucoes Valtra, folheto geral de tratores/solucoes."
"2026-07-01T15:22:48","VALTRA","_GENERICOS_VALTRA","manual_instrucoes_generico","E:\MANUAIS_APPMAQ\_GENERICOS\VALTRA\MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","56623982","109","3a2b44ae96146f8467ed94b11ddbab17b2333e8e8384ff224c58871bc7a41e4c","arquivo_usuario_scribd_informado","copiar_na_raiz_do_modelo_valtra_quando_aplicavel","aprovado_usuario_generico","Manual generico de instrucoes para tratores Valtra informado pelo usuario."
"2026-07-01T15:22:49","VALTRA","_GENERICOS_VALTRA","manual_operacao_manutencao_seguranca_generico","E:\MANUAIS_APPMAQ\_GENERICOS\VALTRA\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","209","b9f18d41203af7b578b86bbab2419cc6120a3f245e1c23afdbe7339fd6117207","arquivo_usuario_scribd_informado","copiar_na_raiz_do_modelo_valtra_quando_aplicavel","aprovado_usuario_generico","Manual de treinamento/operacao/manutencao/seguranca Valtra, geral."
