"data_lote","batch_id","marca","modelo","tipo_documento","fonte","consulta","titulo","url","idioma","acesso","status","score","observacao"
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94","manual_operador","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94S","catalogo_pecas","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94S/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94S","ficha_tecnica_folheto","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94S/FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94S","manual_manutencao","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94S/MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94S","manual_operador","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","A94S","manual_servico_oficina","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M165","catalogo_pecas","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M165/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M165","ficha_tecnica_folheto","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M165/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M165","manual_complementar","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M165","manual_operador","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M185","catalogo_pecas","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M185/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M185","ficha_tecnica_folheto","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M185/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M185","manual_operador","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M185/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M205","catalogo_pecas","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M205/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M205","ficha_tecnica_folheto","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","FOLHETO DOS TRATORES AGRICOLAS M5.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M205/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T10:36:58","usuario_zip_valtra_20260701","VALTRA","M205","manual_operador","ZIP usuario - Scribd/oficial informado","arquivo enviado pelo usuario","MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","zip://TRATORES AGRICOLAS VALTRA 2-20260701T123625Z-3-001.zip!/TRATORES AGRICOLAS VALTRA 2/M205/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","PT","arquivo_local_usuario","candidato_por_pasta_usuario","90","Documento estava dentro da pasta do modelo no ZIP do usuario."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM115","boletim_servico","Scribd","BM115 BM135 Valtra","Ajuste de Sincronismo Injeção BM115 e BM135","https://pt.scribd.com/document/824647759/Boletim-de-Servico-VT-010-23-Ajuste-do-sincronismo-da-injecao-BM115-e-BM135","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","82","Resultado Scribd cita BM115 e BM135, boletim de serviço VT 010/23."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM115","boletim_servico","Scribd","BM115 BM135 Valtra","Instalação do Suporte do Compressor VT 065/24","https://pt.scribd.com/document/848137895/Boletim-de-Servico-VT-065-24-Instalacao-do-suporte-do-compressor","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","82","Resultado Scribd cita BM115 e BM135, boletim de serviço VT 065/24."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM115","ficha_tecnica_folheto","Scribd","BM115 BM135 Valtra","Valtra BM 115 e 135","https://pt.scribd.com/document/1051956327/Valtra-BM-115-e-135","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","80","Folheto/ficha de 2 paginas para linha BM 115 e 135."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM135","boletim_servico","Scribd","BM115 BM135 Valtra","Ajuste de Sincronismo Injeção BM115 e BM135","https://pt.scribd.com/document/824647759/Boletim-de-Servico-VT-010-23-Ajuste-do-sincronismo-da-injecao-BM115-e-BM135","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","82","Resultado Scribd cita BM115 e BM135, boletim de serviço VT 010/23."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM135","boletim_servico","Scribd","BM115 BM135 Valtra","Instalação do Suporte do Compressor VT 065/24","https://pt.scribd.com/document/848137895/Boletim-de-Servico-VT-065-24-Instalacao-do-suporte-do-compressor","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","82","Resultado Scribd cita BM115 e BM135, boletim de serviço VT 065/24."
"2026-07-01T12:06:42","valtra2_scribd_familias_20260701","VALTRA","BM135","ficha_tecnica_folheto","Scribd","BM115 BM135 Valtra","Valtra BM 115 e 135","https://pt.scribd.com/document/1051956327/Valtra-BM-115-e-135","PT","scribd_login_usuario","candidato_forte_sem_download_nesta_rodada","80","Folheto/ficha de 2 paginas para linha BM 115 e 135."
"2026-07-01T12:14:26","valtra2_scribd_bt_20260701","VALTRA","BT170","manual_operador","Scribd","Valtra BT170 BT190 BT210 manual PDF","Valtra BT Series Operator Manual","https://pt.scribd.com/document/809136583/VALTRA-ACW0843810-EN-preview","EN","scribd_login_usuario","validado_baixado","95","Conteudo validado: Operator Manual Series BT Tractor BT150 BT170 BT190 BT210, AGCO 2018, ACW0843810."
"2026-07-01T12:14:26","valtra2_scribd_bt_20260701","VALTRA","BT190","manual_operador","Scribd","Valtra BT170 BT190 BT210 manual PDF","Valtra BT Series Operator Manual","https://pt.scribd.com/document/809136583/VALTRA-ACW0843810-EN-preview","EN","scribd_login_usuario","validado_baixado","95","Conteudo validado: Operator Manual Series BT Tractor BT150 BT170 BT190 BT210, AGCO 2018, ACW0843810."
"2026-07-01T12:14:26","valtra2_scribd_bt_20260701","VALTRA","BT210","manual_operador","Scribd","Valtra BT170 BT190 BT210 manual PDF","Valtra BT Series Operator Manual","https://pt.scribd.com/document/809136583/VALTRA-ACW0843810-EN-preview","EN","scribd_login_usuario","validado_baixado","95","Conteudo validado: Operator Manual Series BT Tractor BT150 BT170 BT190 BT210, AGCO 2018, ACW0843810."
"2026-07-01T12:14:26","valtra2_scribd_bt_20260701","VALTRA","BT210","catalogo_pecas_sistema_eletrico","Scribd","Valtra BT210 sistema eletrico catalogo pecas","Catálogo de Peças Trator BT210 - Sistema Elétrico","https://pt.scribd.com/document/520696984/SISTEMA-ELETRICO","PT","scribd_login_usuario","validado_baixado","94","Conteudo validado: Trator BT210, sistema eletrico, motor de partida, alternador, chicotes, 25 paginas."
